start_x,start_y,end_x,end_y,control1_x,control1_y,control2_x,control2_y
81,137,275,777,114,132,277,735
122,505,226,650,-76,503,292,754
300,593,129,323,491,791,164,401
553,656,346,751,447,491,481,725
365,526,614,228,488,433,729,286
99,108,236,266,-67,79,151,131
790,121,748,553,680,-63,890,525
655,473,637,512,776,536,521,541
116,732,300,283,-29,918,491,113
568,385,413,349,564,480,304,156
379,305,612,762,214,403,705,810
476,322,568,212,315,206,556,188
378,494,355,626,352,658,488,774
708,166,761,686,558,173,661,774
195,353,632,93,364,319,443,179
549,400,699,769,732,484,806,774
423,183,257,508,373,41,335,427
296,708,633,97,352,818,444,42
506,384,743,176,382,505,655,227
296,583,440,97,213,703,336,29
471,174,443,149,496,315,441,-37
5,94,139,603,71,-106,288,750
401,508,142,761,486,483,-24,898
86,580,330,775,-110,403,331,829
272,430,171,88,276,485,312,124
126,685,421,133,249,736,343,-52
549,337,574,719,742,419,545,703
553,44,711,461,521,219,861,421
497,91,25,198,602,146,-50,314
496,754,108,541,633,702,156,551
586,412,322,280,403,273,152,137
716,658,574,237,644,618,452,178
67,566,209,154,-74,544,110,57
683,616,360,359,703,585,418,369
231,455,366,709,390,633,262,604
235,566,457,284,67,699,606,224
154,690,274,636,-10,773,190,757
133,310,234,226,262,397,388,379
234,312,371,161,41,129,320,209
767,39,364,395,780,-13,312,468
748,256,509,340,658,378,593,341
111,277,205,642,92,278,360,636
531,468,787,794,466,586,938,957
64,380,733,31,241,502,864,127
171,799,651,240,353,734,461,397
419,107,253,252,493,116,273,370
362,552,164,704,409,562,-16,870
734,622,327,566,553,787,427,370
693,178,36,219,653,80,186,72
642,19,542,238,531,-64,478,186
310,248,5,763,495,389,-111,808
56,228,246,531,125,175,434,399
454,547,167,288,297,589,220,341
490,748,478,156,567,677,585,-33
140,447,140,486,306,507,160,484
0,668,121,123,144,793,120,166
609,448,37,776,509,262,-62,782
148,97,113,102,312,248,38,98
169,655,511,712,220,678,677,607
732,18,784,737,737,-112,774,742
146,598,451,329,242,776,414,324
410,231,761,692,470,391,928,628
494,361,620,413,683,459,509,458
35,735,104,367,136,602,193,215
748,124,759,758,617,82,816,769
177,258,458,747,182,300,269,892
311,184,7,398,481,70,-134,581
439,535,453,190,424,542,331,78
184,386,701,472,49,295,777,490
453,709,12,316,322,687,54,357
388,264,53,531,189,408,-75,381
460,402,100,641,388,535,138,550
420,205,705,61,307,298,860,9
494,316,233,576,546,272,177,452
181,227,501,435,138,388,470,450
301,397,164,795,405,568,205,740
599,549,402,788,641,581,493,780
499,658,123,447,349,577,176,607
239,795,723,631,438,981,655,454
195,645,219,414,302,513,321,252
341,365,748,622,214,458,644,675
321,433,473,241,228,403,310,192
717,579,554,29,804,574,627,114
783,744,757,178,727,764,799,274
495,226,106,610,620,285,21,693
177,178,277,335,271,199,405,254
82,644,218,291,-31,729,177,239
134,502,617,766,290,313,453,733
139,412,70,88,254,482,-27,121
509,570,642,119,324,544,506,-52
482,167,292,566,587,69,409,573
609,129,49,308,444,-2,-6,194
697,666,768,45,522,624,661,150
477,581,376,128,285,624,243,168
399,401,52,67,325,591,232,-131
379,267,290,191,446,240,198,343
8,410,366,156,76,492,449,48
272,582,375,353,415,481,444,221
788,675,29,109,713,793,82,55
297,548,551,333,244,424,567,503
425,130,342,18,433,262,290,-180
156,108,360,593,15,-78,464,754
448,108,687,382,497,-51,561,379
586,201,449,305,771,253,290,420
505,29,233,696,470,5,57,849
709,358,229,550,624,369,291,372
572,13,575,388,770,-183,438,559
230,137,0,123,205,221,-188,-68
344,526,478,205,488,645,291,395
542,123,641,669,532,256,596,511
432,189,755,689,502,264,658,545
256,551,41,251,153,677,-50,331
3,690,499,336,60,637,502,187
749,776,191,327,870,616,156,394
653,363,766,491,783,371,668,435
336,134,126,430,224,3,174,510
178,165,465,218,11,199,304,170
104,687,621,701,249,743,552,671
736,574,454,271,914,482,321,324
343,89,311,572,309,195,230,374
683,584,178,267,764,762,173,86
158,176,83,562,-7,220,79,583
496,442,489,668,578,558,586,637
316,427,282,641,340,357,124,747
723,290,201,5,715,364,79,59
292,268,171,203,274,217,302,61
798,530,608,627,783,612,578,446
156,75,630,249,328,273,530,252
398,672,686,529,445,567,511,668
247,484,95,67,441,551,95,47
198,100,199,353,184,279,58,335
497,124,118,21,332,201,2,156
690,584,317,100,740,453,278,-21
127,342,500,593,-10,513,466,496
229,394,329,467,239,268,277,500
103,579,724,162,-73,702,705,308
206,2,389,742,331,191,326,776
367,259,739,760,340,288,571,693
624,701,290,665,695,619,193,675
342,691,340,74,277,629,272,99
112,640,302,183,-46,469,217,44
264,264,113,241,125,388,98,41
16,409,792,532,-109,580,917,703
169,56,219,791,159,4,339,857
538,691,775,710,544,595,812,816
190,187,532,2,237,24,359,-86
795,693,347,460,932,535,388,293
455,416,607,651,372,313,655,807
669,271,468,339,730,165,340,271
550,174,626,101,571,-7,579,285
336,357,722,225,431,436,735,200
162,198,599,600,211,84,591,464
493,373,793,355,462,221,734,238
257,562,175,413,159,655,9,550
719,344,53,29,765,324,47,-136
4,57,264,340,-108,205,189,381
679,604,782,543,748,672,758,614
122,155,512,349,105,279,365,167
139,146,189,739,241,53,295,712
198,654,239,448,16,851,120,596
67,331,126,770,230,269,242,826
603,550,111,609,495,400,213,750
439,410,321,291,346,495,402,458
453,474,235,587,422,619,192,587
266,357,662,203,172,215,493,85
128,282,389,226,-38,395,370,127
303,436,345,294,454,255,174,425
437,719,104,737,573,621,11,683
11,554,221,14,39,642,82,55
626,663,653,484,781,810,666,304
705,175,430,615,712,-8,477,740
510,152,668,80,688,176,676,150
590,53,478,563,458,-3,354,705
769,768,183,44,929,667,291,31
483,421,317,622,466,406,472,541
612,522,718,650,552,516,700,720
279,369,646,446,389,325,714,487
436,582,249,530,524,670,349,458
636,496,509,305,582,518,423,253
395,83,201,82,356,-21,181,199
330,428,460,652,378,230,517,696
613,15,509,94,707,103,459,198
392,147,787,5,419,166,702,141
501,281,531,662,623,250,599,603
607,657,686,200,644,707,738,267
650,155,441,113,754,209,328,104
26,379,423,196,-103,240,361,377
107,739,685,445,210,929,838,582
706,716,623,752,636,652,814,942
540,200,269,342,385,274,463,428
190,128,608,371,310,129,729,276
547,285,327,529,610,187,250,506
68,574,718,764,199,613,806,848
440,749,22,558,468,765,141,488
8,755,183,621,-155,741,350,675
664,186,195,536,844,336,62,566
14,444,207,673,24,604,238,695
665,179,512,173,668,144,618,153
228,163,662,793,398,158,497,859
721,724,135,795,668,664,312,860
533,186,72,139,636,62,217,179
400,566,579,785,543,538,394,640
652,665,298,97,694,579,482,135
47,657,73,575,230,721,33,456
19,376,305,681,160,544,422,560
619,592,347,674,444,788,367,724
5,415,261,186,196,530,224,19
103,471,362,665,20,478,514,556
372,567,490,359,308,393,573,534
239,632,44,589,140,537,113,760
110,267,609,554,197,294,463,630
210,280,789,94,150,243,780,-78
438,443,369,36,578,587,471,-15
536,301,581,296,520,248,551,337
328,250,668,243,325,101,851,392
315,683,583,283,502,763,432,237
460,653,396,62,588,459,528,126
761,5,460,270,608,-147,420,459
496,317,18,194,393,201,-179,84
699,363,463,389,705,526,593,412
760,421,698,112,847,518,601,288
325,316,138,583,238,446,-50,714
69,605,1,541,-115,722,-114,544
691,494,590,706,559,690,524,772
197,420,656,490,330,433,534,550
682,65,37,283,561,165,-44,470
4,701,27,482,-95,782,-85,383
501,610,788,81,397,686,770,161
395,125,217,647,358,5,146,582
305,698,110,660,372,836,229,677
256,169,515,598,222,136,439,433
440,725,613,145,355,897,703,-44
472,535,261,203,545,531,409,6
304,289,351,673,437,443,517,560
150,668,267,162,73,866,92,194
295,141,631,740,215,191,643,795
191,276,697,135,104,168,503,107
627,218,736,797,650,298,638,972
778,99,615,485,914,-101,586,531
79,215,266,601,-86,341,171,574
283,538,496,339,395,669,568,440
550,28,333,743,508,130,174,902
390,641,66,36,385,710,219,180
99,84,206,796,48,163,299,736
134,700,508,668,211,708,455,744
762,349,385,37,765,359,468,-51
132,654,517,317,32,607,712,178
619,109,35,418,575,225,108,368
769,165,354,131,589,188,546,112
32,128,145,620,154,148,180,790
615,141,326,292,614,45,272,419
614,538,90,543,558,473,-66,405
530,366,132,141,610,351,265,-17
544,337,551,17,636,211,679,181
756,158,615,530,720,273,528,644
535,747,139,342,552,917,203,535
376,241,484,28,453,106,435,56
0,190,8,17,-90,275,-79,-180
522,11,729,557,645,-18,866,411
666,220,675,136,468,365,713,210
1,117,229,509,141,284,270,466
174,347,634,536,180,497,750,504
482,211,153,22,367,279,50,145
332,165,587,323,252,141,596,207
379,780,459,228,516,920,268,299
106,266,13,777,183,349,-55,789
775,406,458,426,597,367,526,358
190,75,491,535,197,123,566,554
743,53,161,673,775,-98,-37,567
75,707,719,330,255,786,871,526
462,179,75,611,558,220,13,783
678,619,755,629,812,788,598,626
15,164,238,640,-151,-25,421,539
701,749,641,749,875,922,486,867
191,67,711,542,203,112,578,605
99,471,69,428,-73,326,16,443
499,613,776,768,301,597,950,915
315,575,694,308,499,733,816,257
100,789,660,697,-25,886,851,724
261,342,711,549,180,381,762,553
158,796,441,747,-14,978,596,818
155,330,301,572,101,153,440,510
100,766,668,100,266,731,647,211
443,504,561,610,244,324,607,478
38,231,279,257,-148,417,389,396
630,312,251,393,759,135,369,454
154,282,407,508,324,252,475,521
191,350,507,459,114,327,585,502
625,169,156,444,469,201,-16,481
361,124,65,381,403,192,-108,309
620,750,726,604,437,788,713,538
694,90,440,80,665,193,488,109
313,270,171,302,123,293,325,200
115,550,662,418,71,387,662,495
211,270,642,785,263,404,718,881
541,701,598,409,390,794,624,339
64,473,301,312,89,648,133,330
201,781,290,180,265,767,188,248
730,163,757,167,905,300,846,269
275,392,515,58,308,543,318,-20
385,764,517,136,241,594,590,-30
692,59,790,51,605,112,699,-79
776,676,439,441,622,759,592,507
645,755,743,753,615,936,706,617
487,632,382,303,306,779,471,241
591,429,645,395,579,336,754,582
308,123,387,262,412,-11,345,105
306,615,57,736,223,483,-56,577
732,411,663,183,578,571,478,347
291,730,210,343,454,795,41,532
476,791,71,538,669,853,-11,390
263,195,751,205,130,242,659,378
439,184,236,175,408,286,106,321
544,176,96,779,519,367,-1,974
560,720,125,692,626,684,87,617
572,673,706,80,745,626,545,196
610,684,712,268,720,848,600,207
609,286,623,686,431,196,819,526
643,37,74,90,624,-66,201,283
657,478,748,280,717,472,944,231
125,688,709,89,273,503,639,165
181,529,342,482,37,490,317,554
321,626,178,614,261,471,197,626
140,682,737,0,231,879,920,-61
107,724,398,723,201,720,580,723
607,280,152,349,632,238,29,474
134,285,142,745,310,175,103,648
536,132,745,345,396,-62,688,151
299,74,320,423,458,71,289,223
649,178,621,37,458,156,665,-104
113,590,409,386,37,424,599,292
534,256,680,343,450,388,546,151
556,323,672,104,431,405,835,187
34,459,56,708,-65,604,246,719
351,364,703,758,423,438,603,654
542,358,233,60,627,348,160,228
359,530,506,161,163,362,600,-33
290,450,773,719,302,371,930,913
372,573,20,338,241,443,2,150
367,227,456,656,544,179,380,690
523,209,75,21,625,143,272,-138
472,667,413,644,362,844,544,664
748,80,219,25,699,118,323,-76
217,518,360,143,201,403,263,310
450,739,481,785,325,892,660,794
386,675,532,241,528,797,344,178
785,215,373,284,886,378,273,126
271,371,788,226,338,391,737,370
705,147,145,477,579,-51,-10,530
287,243,485,350,191,254,389,407
134,124,678,796,162,242,582,883
142,156,447,471,336,320,465,411
457,615,273,556,414,675,216,430
252,464,78,638,424,337,-76,562
587,544,309,283,640,462,493,317
415,692,202,565,385,539,316,635
313,317,521,372,465,340,651,390
327,413,47,19,258,459,146,-156
408,119,288,335,211,60,338,497
773,767,81,122,966,895,79,-50
759,642,706,216,817,840,641,173
465,327,255,266,536,459,328,336
482,131,52,428,337,193,155,342
483,563,519,196,632,531,512,330
29,165,250,533,54,-19,329,643
597,214,722,546,639,385,876,501
795,179,322,657,654,199,446,517
404,215,601,573,419,175,779,460
15,752,220,516,-4,902,101,351
586,563,148,528,620,618,265,571
417,278,778,445,415,421,886,340
597,165,508,617,694,191,544,741
54,588,415,565,31,602,425,704
306,510,574,300,362,525,491,424
378,410,637,326,540,335,549,160
695,215,137,590,811,154,-52,540
130,765,207,683,101,801,311,593
702,761,418,227,856,958,324,64
330,333,114,269,460,277,295,406
91,350,495,779,275,346,679,889
32,223,127,574,146,97,-7,768
597,272,76,636,474,276,202,489
725,397,799,267,582,294,824,464
478,447,739,630,623,419,545,484
478,636,573,654,360,791,374,662
94,283,644,534,182,275,595,629
103,395,777,573,287,352,958,542
458,704,308,210,578,650,428,384
405,234,407,656,488,372,429,833
379,424,634,193,469,534,748,245
367,689,727,491,345,574,663,670
660,480,341,506,546,559,304,551
566,706,478,649,461,687,600,478
27,527,36,83,-31,495,3,-35
526,142,240,465,438,-30,407,604
303,628,52,122,387,788,-19,186
582,351,754,156,459,164,901,146
84,540,35,10,35,515,88,-93
145,11,629,367,87,-171,586,313
70,40,93,532,32,216,-85,369
246,595,356,416,75,472,502,454
483,250,152,420,349,163,107,507
0,723,55,425,-42,572,245,330
631,314,285,307,802,188,278,298
610,73,552,303,703,240,560,152
785,274,703,147,978,383,566,192
588,556,0,282,716,435,5,253
51,370,134,496,171,373,126,521
54,427,29,726,223,581,209,752
782,320,516,70,750,422,709,75
731,70,245,555,615,-41,54,736
219,734,703,326,42,874,811,437
420,595,174,185,318,610,224,17
666,405,696,91,779,288,787,28
444,231,489,794,428,212,387,630
454,317,582,590,344,333,570,581
212,596,537,128,131,650,521,14
343,658,638,152,529,567,765,212
49,215,797,345,52,206,982,521
672,433,200,601,652,274,151,629
567,435,680,694,409,265,835,712
192,193,182,128,41,72,303,-39
240,151,651,742,327,91,653,735
173,651,770,343,370,811,857,540
361,457,59,730,359,455,105,866
222,595,251,197,172,551,109,53
634,799,446,785,598,641,325,695
108,305,703,740,116,192,526,925
456,300,631,377,286,119,462,560
154,408,24,698,163,470,-167,638
639,622,313,446,563,762,154,420
83,715,552,686,-112,829,498,502
105,597,110,216,-59,566,129,141
296,769,655,589,161,881,656,389
174,278,367,702,253,418,181,674
417,392,743,428,581,321,889,384
497,466,153,331,416,475,225,401
288,411,222,678,395,597,182,579
597,324,465,581,614,161,643,601
521,526,69,705,507,480,231,783
791,540,133,393,648,613,124,325
465,365,257,393,382,394,323,540
374,104,53,537,497,-82,-73,698
269,559,506,339,366,686,326,517
497,539,738,378,441,672,662,437
237,496,601,206,40,464,467,369
83,329,10,68,-40,509,0,44
581,387,694,590,756,228,537,458
582,608,61,391,438,761,222,359
236,377,201,705,155,235,69,777
236,482,227,75,188,479,341,-112
661,760,438,191,830,855,617,259
467,175,533,258,411,104,573,139
324,344,257,230,359,437,448,353
63,752,609,451,-24,642,497,575
522,159,657,166,712,145,850,-29
760,219,490,182,957,297,676,374
621,72,761,92,788,-32,751,174
343,165,609,768,509,359,587,582
741,239,594,634,854,297,743,540
76,548,350,130,150,485,213,261
38,750,641,558,79,794,626,639
466,698,691,166,327,743,536,237
309,157,222,595,360,260,101,742
134,133,297,556,232,123,117,408
180,249,148,588,129,350,73,457
190,642,497,39,218,550,373,144
153,690,757,788,239,810,815,935
751,635,36,300,619,723,-116,234
122,577,549,416,247,691,518,273
701,193,706,87,645,133,797,35
283,586,674,573,459,403,604,485
641,342,358,625,536,217,380,498
662,293,580,536,594,245,590,350
344,270,330,732,206,285,135,579
314,421,402,799,402,291,229,897
90,32,387,334,177,-128,326,227
184,529,139,224,82,344,286,288
397,657,555,2,581,669,374,-158
417,457,729,694,293,619,894,621
726,490,451,752,870,376,418,834
630,347,56,745,574,232,89,713
68,100,119,443,21,73,261,401
78,23,694,703,-76,204,663,510
367,353,564,371,394,531,506,274
725,703,154,712,712,636,85,764
619,257,51,792,719,247,81,614
599,739,51,80,791,936,209,-45
642,506,776,526,744,313,768,474
598,48,677,407,665,137,724,483
372,701,214,592,477,618,73,764
690,758,537,280,654,937,564,173
424,40,716,437,563,54,683,286
541,702,441,254,567,523,514,121
356,144,424,546,517,319,329,500
289,581,252,629,421,513,323,761
224,328,705,658,423,471,713,722
430,402,26,770,431,440,-15,908
729,414,754,277,537,462,813,267
381,453,343,389,465,338,488,208
392,193,574,208,517,208,762,73
747,65,414,330,729,74,539,306
241,19,512,385,358,-143,705,420
750,325,51,764,807,463,-129,620
632,7,545,336,590,-41,656,533
275,787,491,757,330,714,416,661
446,333,255,313,466,394,381,303
698,96,118,361,829,269,217,338
469,11,133,653,549,-126,-50,744
502,43,523,574,654,-97,655,678
380,485,72,537,416,320,-38,450
767,70,786,214,923,-10,948,234
671,504,260,34,545,460,355,167
790,96,246,7,733,-73,308,-53
554,211,233,477,412,20,181,329
331,562,409,362,249,678,366,435
634,658,382,243,729,775,204,111
483,488,353,633,372,354,278,443
318,575,408,4,495,750,430,-87
428,419,309,126,489,267,124,-57
126,191,480,222,94,13,504,165
786,608,638,784,589,533,445,841
301,597,370,326,481,500,485,308
478,61,26,462,581,15,167,577
661,46,730,103,461,-139,534,51
428,173,126,495,592,15,262,356
373,633,544,488,232,772,740,407
714,188,299,767,819,346,449,646
646,784,434,260,820,839,496,394
339,383,706,175,508,518,620,241
555,320,308,751,724,417,301,723
117,398,792,404,164,469,937,320
257,681,106,634,302,796,91,657
45,185,557,478,-26,245,707,317
128,584,77,469,201,587,-18,611
158,225,417,536,-1,156,320,574
52,160,26,330,233,168,34,202
659,390,697,513,465,307,860,689
618,632,546,393,777,666,717,256
297,706,294,373,273,665,260,314
212,451,392,691,44,462,329,674
361,317,577,0,493,293,454,-88
52,331,128,355,-50,321,106,545
482,527,510,360,553,607,662,390
785,536,617,679,858,404,723,545
113,502,17,606,292,600,-93,653
526,419,357,342,450,266,454,530
261,639,789,526,111,451,909,385
76,644,127,666,109,769,97,618
21,289,181,228,10,203,265,226
677,408,734,96,852,407,820,106
776,306,306,290,858,258,316,243
650,152,558,774,630,266,601,661
45,758,151,444,29,931,72,489
659,551,30,677,680,435,204,547
210,54,476,237,245,-116,476,46
557,507,150,798,604,424,243,831
122,669,667,24,-11,550,818,95
515,314,538,647,439,371,527,755
619,609,227,203,465,496,277,84
525,92,175,91,502,-88,132,-66
401,263,488,592,538,233,321,558
665,341,254,386,757,318,262,476
74,781,644,124,128,647,561,-14
126,616,651,778,-7,675,612,866
566,678,678,509,740,861,792,313
583,514,261,758,536,497,164,846
769,750,313,123,905,719,250,260
638,227,579,317,581,354,571,164
412,320,734,266,577,286,860,351
390,340,331,443,395,323,484,321
450,339,527,537,460,450,343,724
626,711,269,366,725,695,377,362
5,326,390,219,-160,462,280,127
93,360,363,787,-38,364,207,872
426,69,689,748,600,189,509,718
77,594,385,190,4,589,567,325
20,421,700,754,-37,471,512,747
552,616,286,496,693,517,458,343
279,654,788,303,182,488,931,257
752,757,396,142,937,609,255,168
127,647,684,210,241,565,702,38
208,177,315,661,116,3,471,662
763,453,97,731,707,255,153,905
152,685,98,675,255,511,272,823
372,555,314,153,426,441,144,37
472,751,293,463,318,612,435,584
448,218,19,324,438,263,-174,158
296,583,435,33,399,507,297,81
576,784,240,338,572,889,273,329
412,136,342,530,251,136,193,448
550,9,201,444,425,28,362,310
752,617,683,395,857,763,811,228
283,729,302,324,282,587,394,357
521,522,699,396,518,689,613,217
465,117,617,682,464,-76,569,536
66,449,421,5,-36,411,507,176
264,243,655,75,263,132,461,265
287,710,484,332,223,824,616,242
248,43,168,197,365,-91,304,316
412,80,218,428,293,74,389,239
104,371,442,483,78,328,638,351
576,741,679,513,712,561,832,557
268,284,30,608,254,373,156,792
32,450,657,24,84,569,529,19
79,765,99,788,47,622,-19,702
789,412,266,260,803,580,258,383
51,327,171,723,-19,350,89,868
599,143,398,194,653,244,263,36
294,56,93,174,172,66,-89,98
570,411,241,47,382,428,69,88
746,123,715,619,773,296,905,615
85,83,1,439,131,202,75,471
549,758,272,299,357,876,410,189
706,381,57,379,826,269,199,310
328,286,91,318,252,172,24,134
583,727,249,400,430,795,427,277
482,438,624,673,568,421,483,548
530,299,553,302,429,453,730,240
281,102,620,366,167,121,505,250
362,743,470,83,433,756,330,67
647,175,8,15,673,67,-15,-61
579,237,631,732,633,292,681,590
329,724,569,653,414,653,624,680
543,290,713,415,473,302,805,256
17,570,569,546,170,449,372,527
760,773,93,404,614,968,106,208
170,481,345,156,213,428,337,1
262,414,478,284,185,558,432,458
323,262,469,510,414,74,618,453
564,26,728,548,616,153,817,570
328,38,377,588,520,166,526,625
737,124,739,279,841,188,579,253
162,567,242,449,-30,461,382,446
269,544,397,28,96,511,424,95
551,304,48,427,750,291,193,273
441,278,282,278,626,389,426,381
107,179,431,799,156,119,524,717
479,299,113,72,667,230,153,-21
170,349,686,795,111,545,772,668
630,728,240,39,796,887,436,-154
43,74,464,766,72,-58,377,570
799,366,793,486,716,520,875,373
746,23,141,687,630,-11,16,824
384,532,621,314,531,711,561,346
438,117,595,756,542,159,500,733
761,201,654,402,637,147,644,396
775,676,93,61,755,639,-63,100
668,632,70,283,540,544,-93,450
245,511,735,768,274,331,616,668
230,449,316,713,97,602,388,783
155,133,80,349,189,101,106,487
683,518,572,371,868,652,416,507
142,646,139,610,340,676,85,458
783,77,284,524,741,208,480,491
586,425,111,282,690,377,-35,250
613,19,6,116,461,150,11,110
215,755,77,293,337,572,-39,486
567,758,645,306,559,660,628,374
180,552,630,651,44,372,460,814
127,374,257,695,169,266,222,804
517,263,623,567,405,214,706,482
146,18,92,529,275,-96,254,573
117,108,401,624,151,253,261,558
763,626,342,571,729,657,490,630
535,146,267,585,718,21,94,550
732,377,389,633,751,256,467,607
396,325,170,322,364,288,22,497
331,574,243,462,171,465,240,512
665,203,408,592,725,89,603,508
554,604,598,128,623,757,508,58
392,20,164,506,281,-146,79,451
369,391,313,708,255,217,510,529
792,276,179,779,790,471,289,949
165,729,388,622,-23,737,345,561
789,340,538,27,782,282,392,124
519,609,706,790,384,454,592,805
140,154,730,228,249,250,783,243
396,277,342,343,457,400,350,463
658,90,287,646,551,283,288,568
589,209,127,144,557,220,3,304
158,401,454,523,316,319,433,593
239,34,257,491,55,43,283,449
642,703,357,749,693,835,296,878
490,494,314,385,306,599,181,367
436,720,16,672,325,725,24,648
618,605,693,53,715,546,822,0
718,717,662,585,716,589,799,667
477,767,794,562,588,586,845,753
61,755,356,338,87,654,555,427
659,333,737,756,691,315,689,852
425,333,482,770,524,435,666,698
51,178,24,39,-133,307,42,-73
96,594,9,391,-95,572,11,420
469,328,728,217,480,493,894,258
531,708,144,500,510,867,118,353
82,401,754,743,104,591,835,836
65,396,450,65,145,293,391,206
148,447,385,104,74,382,202,-67
157,546,52,468,224,533,-113,600
118,558,25,367,87,497,-113,423
711,383,582,248,840,364,744,274
177,479,359,672,299,593,208,770
422,68,748,26,312,205,778,-137
83,583,77,36,257,538,-19,60
700,209,157,329,694,338,328,261
591,785,403,11,604,727,227,179
552,427,594,27,362,343,596,-143
375,745,420,80,519,929,357,187
12,5,51,157,184,18,-138,240
295,27,290,286,380,215,445,99
466,777,580,217,615,618,683,28
455,600,263,95,431,760,64,65
787,472,737,451,689,468,609,302
794,645,633,485,735,681,466,473
772,380,32,143,685,543,-129,157
543,656,676,259,467,732,512,143
175,286,196,289,97,251,288,411
398,417,212,388,242,499,321,267
364,770,520,238,177,626,598,282
365,717,469,64,552,804,469,135
313,466,279,735,375,280,310,812
305,516,206,134,427,646,303,315
91,617,745,511,40,557,717,661
592,632,521,240,761,753,570,339
104,312,106,708,288,311,159,679
309,248,4,350,388,444,-43,454
166,28,459,640,207,205,508,627
239,676,651,666,230,565,771,548
605,189,208,737,650,124,230,669
112,377,592,516,-23,528,542,437
50,79,393,19,154,187,430,37
489,419,18,404,667,418,-115,255
702,443,635,240,697,622,654,344
746,58,774,537,677,146,740,369
554,307,478,212,429,405,289,42
243,543,776,553,352,446,853,409
85,466,537,322,-68,411,695,476
321,467,468,250,375,572,616,119
620,501,180,430,496,602,114,542
278,674,2,683,347,780,-34,715
256,341,101,656,77,223,106,485
215,451,688,317,179,302,863,307
386,327,568,291,342,408,629,478
539,316,237,486,587,313,135,315
117,673,715,148,71,699,875,30
387,479,38,201,463,310,227,125
335,484,380,721,236,524,279,636
141,457,62,436,123,473,53,591
498,764,42,657,458,701,28,635
198,303,558,1,240,215,500,-189
419,307,752,338,572,304,841,333
431,414,566,31,338,458,597,139
200,369,155,265,288,420,275,113
688,325,229,476,648,255,268,437
383,469,208,646,433,593,162,576
218,580,4,310,386,642,79,371
144,703,272,235,217,847,236,103
762,108,327,524,953,139,523,588
767,788,223,31,644,840,303,211
635,447,476,215,719,510,567,187
286,313,52,262,431,394,-30,386
175,431,518,88,101,437,410,-55
548,641,584,473,443,556,462,396
258,424,332,561,285,286,274,378
767,452,287,276,622,419,285,130
744,661,415,763,578,563,234,880
53,575,576,533,202,703,766,386
434,257,52,528,533,377,101,681
565,447,72,742,654,624,237,752
218,142,567,307,382,190,765,158
549,451,698,39,386,253,795,28
765,287,632,517,696,375,639,455
60,69,186,157,6,-123,-11,278
630,233,717,91,475,314,903,194
189,516,166,477,92,668,-9,291
523,750,234,362,614,656,326,185
669,763,526,348,489,590,630,485
565,644,125,693,509,568,249,576
89,146,144,438,270,318,-40,496
730,792,595,556,820,609,698,488
218,478,557,369,78,353,577,517
203,54,233,135,19,66,82,-47
59,671,379,565,135,782,566,457
141,314,592,243,-8,344,749,226
483,258,704,303,368,189,652,271
222,775,55,735,368,634,193,712
147,60,527,393,19,8,356,265
325,73,779,405,239,38,651,601
232,209,538,479,319,158,451,547
641,48,115,769,662,-139,234,795
290,85,731,57,391,193,899,18
189,53,644,395,209,-138,567,527
437,599,543,491,269,482,388,330
490,303,705,371,360,321,586,238
725,381,376,85,643,468,534,98
73,693,430,495,-122,544,371,320
459,269,588,100,292,454,594,211
635,458,329,341,780,282,518,229
364,149,765,286,281,-25,894,247
181,207,578,574,107,240,612,652
80,115,298,280,221,-50,157,101
611,141,162,68,700,310,153,166
164,602,151,168,334,447,-46,15
392,504,277,144,354,653,359,-23
111,255,480,715,299,189,659,697
680,576,723,290,800,515,758,96
673,18,583,119,584,-57,658,275
536,728,669,461,599,790,831,282
340,96,64,287,424,-52,130,106
408,464,791,732,597,335,678,544
276,182,538,456,443,112,489,277
21,103,539,271,74,185,452,443
79,565,37,792,-52,713,230,682
595,350,229,215,687,421,74,254
205,699,690,29,189,802,622,-152
207,477,348,631,376,444,465,582
94,299,463,156,9,128,281,68
0,543,494,351,179,607,451,252
778,150,344,718,691,287,335,821
402,50,624,306,375,-126,476,366
23,684,700,227,-7,650,775,343
300,246,61,285,129,132,-123,286
65,652,264,387,-113,849,302,399
17,435,109,92,182,531,72,245
80,583,471,256,222,734,559,223
387,181,5,616,229,115,-133,560
82,206,600,440,114,48,577,344
706,225,191,711,615,51,316,832
66,465,698,167,229,565,502,354
261,439,395,612,99,403,344,713
592,464,448,700,551,414,433,744
217,372,337,304,367,228,491,324
39,211,142,779,14,236,14,947
88,679,203,264,23,869,401,308
696,539,502,578,661,737,424,489
570,407,330,93,737,369,340,220
36,532,40,141,-95,599,73,72
386,707,514,171,239,750,405,339
95,452,720,325,141,375,730,487
680,232,391,304,572,209,217,391
205,724,162,395,340,557,274,514
369,251,485,266,516,228,457,143
254,776,628,600,252,625,505,413
756,464,559,131,854,581,361,148
539,697,356,691,431,553,193,843
714,615,207,583,536,446,194,516
666,342,210,264,500,530,220,259
135,55,411,574,-1,-119,588,551
654,56,157,657,658,158,290,705
548,491,331,780,423,469,312,730
173,525,765,628,299,702,593,478
777,59,8,543,588,75,-99,614
402,695,30,684,343,774,-60,637
510,158,218,242,640,149,390,411
177,184,401,546,263,98,510,453
111,85,358,448,101,142,240,346
61,379,31,327,-97,287,212,233
